arrests,total_population,immigrant_population,immigrant_percent,immigrant_naturalized,immigrant_naturalized_percent,immigrant_noncitizen,immigrant_noncitizen_percent,arrests_per10k_population,arrests_per10k_immigrant_population,arrests_per10k_immigrant_naturalized,arrests_per10k_immigrant_noncitizen
549499,334922499,47349078,0.14137323751427042,24674406,0.07367198702288436,22674672,0.06770125049138608,16.406750864473874,116.0527349656101,222.6999912378843,242.3404404703186
